2	361	
1,387102904	2,891729704	2,69936814
2,980036414	0,228828486	0,526100873
1,371246188	1,714369195	2,091061786
3,465391223	1,173317917	2,738369871
2,458624508	4,109240765	1,168488017
0,75179351	3,238498213	0,338509151
3,175874935	0,623070543	0,717476614
2,611802688	1,155983244	2,987598903
2,235117481	1,870964244	2,533031052
0,952390746	5,369272658	0,974130312
2,348449961	0,152087091	5,016529686
2,804977742	0,068482067	0,582422951
2,083638524	0,360299306	5,583866174
0,834128405	2,847335239	2,17008987
1,027453754	3,619040571	0,945188497
2,097084141	0,662192537	3,431607868
2,780225723	0,961097421	4,13893999
1,55371163	1,357661461	4,766819818
0,555106081	1,678914062	2,854094512
2,590001171	0,002299376	6,026869484
2,329110868	5,246391312	0,229700137
2,238462533	0,247547119	3,733130227
1,654429082	0,75997396	3,328410676
1,255508758	0,182473662	0,36657717
2,189123565	1,564355897	3,161812865
0,732147588	0,46545669	3,765917031
1,073150704	2,203601865	1,828168457
1,060359287	0,296605417	1,187113778
1,816063694	1,318178516	4,034158256
1,086910355	2,471883967	3,749255123
1,998103296	2,263089589	1,187262275
1,631781885	3,332504941	2,240835873
1,917724136	2,089171335	3,162437681
0,717712262	1,534785286	0,106437127
0,841623736	0,423613652	5,264977941
3,243306294	0,844411164	3,07390934
1,359851008	2,234315339	2,501786969
0,52911092	5,697204344	0,026588811
0,345295562	1,125650909	2,502250334
3,271090765	2,515004248	2,070891699
2,452338294	1,844207545	1,766195747
2,287003524	3,628398689	2,693577025
1,489094507	1,220036446	4,262571082
0,943344324	1,873949196	0,76904362
1,374305865	0,883621158	3,697295345
1,662784905	1,233870979	3,500702948
1,86277677	3,085189529	0,96638805
2,758138173	2,500342444	0,647436542
2,540852504	2,538093801	3,12501402
3,088983095	2,722942231	2,906765375
1,564003325	0,910332488	4,810969628
0,35419317	0,803984521	2,299496663
1,806134656	2,801620025	3,222577527
2,338570173	1,083026985	4,787881346
3,051334365	3,221184917	1,850747633
0,570095366	1,41895913	2,611999993
2,103535798	0,874500197	3,476315166
2,918277863	0,985695844	1,870413459
3,456934913	0,22490356	3,22764123
2,297218188	4,96581763	0,827800913
1,643759276	0,976768633	2,587527218
3,404441823	0,901103781	3,230045996
1,126641932	0,206046106	4,434545838
2,178252829	4,214728432	2,383201847
2,658138157	0,993361502	4,952990088
2,316410506	2,744126346	0,656652249
1,819074671	0,882514931	5,273194997
3,220102442	0,635580133	1,111855923
1,442663816	2,676291615	1,190834111
0,410487246	0,428465476	2,934873599
1,29648376	0,01444873	1,130893886
1,48114806	1,819351332	3,909834148
2,951465053	0,935107867	2,636168954
3,051854959	0,589347019	3,933656923
2,674837314	4,323972472	0,980203273
1,643189323	3,287454432	0,190191473
1,342227433	6,331052238	0,319902761
2,905850081	2,234511217	2,42786857
1,57302478	3,152675572	0,528714293
0,825780702	0,882205921	4,158829652
2,693906578	3,16154956	0,081506475
1,339379133	3,551133886	2,787692724
3,391182319	0,348927596	0,831592511
0,151708769	2,969639499	1,659713856
3,514348192	0,775661979	2,777520269
2,06104239	0,005517256	6,267703855
2,840197442	1,995818994	2,555791469
0,744317636	0,133171384	5,536837627
1,691983118	2,871037554	2,182237295
0,143678701	3,584410583	0,067755899
2,770360429	2,354852498	2,623892549
1,518157989	4,278273886	0,210580713
2,939041172	3,252269466	0,557019809
1,280323088	2,037847774	0,94414457
1,261638451	2,560596296	1,341839949
1,382272959	2,77606348	1,443713201
2,65793017	1,864632542	3,84644371
1,820080632	4,529918398	0,189933568
2,625488688	0,064166203	4,498642061
0,859936274	2,752774749	3,476785465
1,757425718	0,965639222	1,330226778
1,514146906	1,20301774	2,773824558
0,390247255	1,033351041	1,3341488
1,939399041	2,270318916	2,108746494
0,998245182	2,00490531	1,645105153
3,425426557	2,99589488	0,693320038
1,966112116	3,617923083	0,821652605
1,343429405	0,013740268	5,713606029
1,279156173	0,981008469	5,556860704
2,304835389	0,330324737	6,226885565
2,19502177	1,298804247	2,41632888
2,513841077	1,429540382	4,647259723
1,398701141	3,80513477	2,502964664
3,347690542	0,804381605	3,430887595
2,250102756	2,809305448	0,302790191
0,488564584	2,829575482	0,186675456
0,624470986	0,804841306	0,194027532
1,408650378	1,583619182	2,432664825
0,570182613	3,752802778	0,30986853
2,08823809	3,719319134	0,350745844
1,242477626	4,402748612	0,35748038
0,186820326	0,459502244	0,995020943
2,469317698	0,616115954	2,435369602
1,430045102	0,040532054	1,860838647
0,674998233	1,200024434	0,679547591
1,898846536	3,119970837	3,364625734
1,387230978	2,095141156	3,30436919
2,814506723	1,230621847	4,081512674
1,306891969	1,084046327	4,731977734
3,562581608	1,050854805	1,673920256
3,177122285	0,093326524	3,071169196
2,227975875	2,068355647	2,538021223
1,306274343	3,853076132	2,61517845
0,345350017	0,084574732	4,351931921
2,199685288	1,323205437	0,973395147
3,487791922	2,074359392	1,746328088
1,060237159	0,235671327	6,094346864
2,987663933	4,488352821	0,000888595
3,062416878	0,272044093	2,156160882
3,011776979	0,43013177	3,23282388
2,280997499	3,06500098	0,141765917
2,406619647	1,837318959	1,900607827
1,059555911	0,275223638	6,206145809
2,490820733	0,041993082	2,189979217
2,279267295	1,084087716	0,63387581
